Title,Year,Authors,ArticleURL,Source,Publisher,Abstract,Cites,CitesURL
Design and implementation of flyback converter design and control of driving power supply for unmanned robot,2023,"L Meng, Y Dai, S Wang, K Zhuang, ...",https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/cth2.12419,IET Control Theory & …,Wiley Online Library,"… power output, and portability, this paper introduces a design scheme for unmanned robot driving power … , establishes the mathematical model of driving power supply (flyback converter), …",1,"https://scholar.google.com/scholar?cites=1297463508065318447&as_sdt=2005&sciodt=0,5&hl=en"
Optimizing Electric Power Efficiency in Power-Assisted Human-Robot Collaborative Manipulation of Objects,2023,SMM Rahman,https://books.google.com/books?hl=en&lr=&id=-4DgEAAAQBAJ&oi=fnd&pg=PA92&dq=robot+power%7Cgreen+software&ots=sA6e732-VY&sig=FHi0DZN-gf7fAidZ9vnnfKwwAWE,… of the Future Technologies Conference (FTC) …,books.google.com,… electric power consumption efficiency of the robot … power estimation model. The results showed that the manipulation speed and payload magnitudes linearly impacted electric power …,0,
Solar power based agricultural robot using ESP32,2023,"B Sridhar, S Nikitha, G Sireesha, ...",https://pubs.aip.org/aip/acp/article-abstract/2492/1/020042/2892002,AIP Conference …,pubs.aip.org,"… software for solar powered autonomous agricultural robot. From observation it clearly shows that it is easy to use, reduces man power, … The solar powered autonomous agricultural robot …",1,"https://scholar.google.com/scholar?cites=10051969890493474458&as_sdt=2005&sciodt=0,5&hl=en"
Collaborative Path Planning Arithmetic for Multi Robot System of Power Intelligent Inspection Based on Particle Swarm Optimization,2023,"K Qiu, Z Wang, G Chen, M Fang, ...",https://ieeexplore.ieee.org/abstract/document/10236822/,2023 International …,ieeexplore.ieee.org,"… (4) The system software mainly solves the problem of map path planning, and integrates the navigation command release function and the manual control function of the patrol …",0,
Research and application of high-power pruning robot based on RTK positioning and heavy load mountings,2023,"Z Xiaohui, M Yongming, Y Yongling, W Yao, H Zhaoxi",https://europepmc.org/article/ppr/ppr611808,,europepmc.org,"… , a high-power pruning robot with RTK positioning and heavy-… of a high-power pruning robot based on RTK positioning and … are carried out by using ABAQUS software, and the minimum …",0,
Design of Robot System for Grinding the End of Reactor Core in Heavy Water Reactor Nuclear Power Plant,2023,"J Wang, L Jin, Z Gao, T Cui, H Wen, X Duan",https://link.springer.com/chapter/10.1007/978-981-99-3455-3_36,… Symposium on Software …,Springer,"… Thinking and analysis of the installation and positioning of the grinding robot system, First of all, we will introduce the important equipment in nuclear power plant - reload fuel machine. …",0,
Motion Simulation of Multi-type Surface Adsorption Robot for Power Energy Industry,2023,"C Ma, H Zhang, X Li, S Dian",https://ieeexplore.ieee.org/abstract/document/10208847/,2023 8th International …,ieeexplore.ieee.org,… of the robot and its working environment has been completed by other software before the … development platform of the robot simulation model construction [16]. The steps to build a …,0,
Interpretation and clinical utility of indocyanine‐green fluorescence imaging (IFI) in robot‐assisted anorectal‐function saving operations (ASOs): A propensity‐score …,2023,"JC Kim, JL Lee, CW Kim, HM Kim, ...",https://onlinelibrary.wiley.com/doi/abs/10.1002/rcs.2515,… Journal of Medical …,Wiley Online Library,… The perfusion intensity of green fluorescence was originally … make any sensible difference of green fluorescence on IFI. … Although automatic analytic software may enable objectively …,1,"https://scholar.google.com/scholar?cites=13709710194583115127&as_sdt=2005&sciodt=0,5&hl=en"
RoboRecycle Buddy: Enhancing Early Childhood Green Education and Recycling Habits Through Playful Interaction with a Social Robot,2023,"S Mahmud, Z Kamel, A Singh, JH Kim",https://link.springer.com/chapter/10.1007/978-3-031-53827-8_29,International Conference on …,Springer,… social robot designed to enhance early childhood green … The robot leverages advanced voice recognition technology … The robot is equipped with an image recognition module …,0,
Design of a miniature observation robot for light emitting diode irradiation and indocyanine green fluorescence-emission guided lymph node monitoring in operating …,2023,"HW Seo, K Yoon, S Lee, WS Lee, ...",https://journals.sagepub.com/doi/abs/10.1177/15533506231206871,Surgical Innovation,journals.sagepub.com,"… This study proposes a miniature observation robot design that offers adjustable working distance (WD) and rotational radius, along with zoom-in/zoom-out functionality. …",1,"https://scholar.google.com/scholar?cites=1361305326747742201&as_sdt=2005&sciodt=0,5&hl=en"
Motion planning and calculation method of power inspection robot arm,2023,"H Chen, S Ye, X Li, Y Leng",https://ieeexplore.ieee.org/abstract/document/10167068/,"… on Energy, Electrical and Power …",ieeexplore.ieee.org,"Aiming at the implementation of high-accuracy path planning for power inspection robots in complex environments, a virtual model of the operating robotic arm is established. In this …",1,"https://scholar.google.com/scholar?cites=5475563808073804171&as_sdt=2005&sciodt=0,5&hl=en"
Design method of a Kangaroo robot with high power legs and an articulated soft tail,2023,"S Yoshimura, T Suzuki, M Bando, ...",https://ieeexplore.ieee.org/abstract/document/10341756/,2023 IEEE/RSJ …,ieeexplore.ieee.org,"… a robot for utilization, we propose a design method that takes into account both the feasibility as a robot … , we determine the structure of the robot that enables it to jump by analyzing the …",2,"https://scholar.google.com/scholar?cites=7863903408623959685&as_sdt=2005&sciodt=0,5&hl=en"
Design and Modeling of Nuclear Power Inspection Robot Based on MBSE,2023,"J Zhang, R Wang, T Liu, J Zhang, S Zhang, ...",https://link.springer.com/chapter/10.1007/978-981-99-6511-3_25,… “Complex System Design …,Springer,"… of nuclear power … power products was proposed by using CESAMES Systems Architecting Method (CESAM), and the system design and modeling of nuclear power inspection robot …",0,
Robot System R&D for Underwater Inspection and Cleaning of Intake Intercepting Net of Nuclear Power Plants,2023,"W Meng, Q Zhou, R Hu, X Liu, J Kang, ...",https://ieeexplore.ieee.org/abstract/document/10239780/,2023 42nd Chinese …,ieeexplore.ieee.org,"… to the robot body through the highYpressure water pipes to provide the power for the robot to … In addition, the underwater robot is loaded with image recognition software and sensors, …",0,
Research on Intelligent Inspection Method of Multi-robot Joint Inspection of Power Equipment under New Energy Access,2023,"G Qian, J Zhang, Z Deng, Q Huang, ...",https://ieeexplore.ieee.org/abstract/document/10400069/,… Conference on Power …,ieeexplore.ieee.org,"… inspection, this paper simulates the indoor and outdoor simulation experimental environment with Gazebo software, completes the multi-model task and generates a smooth …",0,
Robot-assisted segmentectomy with improved modified inflation–deflation combined with the intravenous indocyanine green method,2023,"X Hao, C Xiaoyan, Z Linyou",https://link.springer.com/article/10.1007/s11701-023-01639-2,Journal of Robotic Surgery,Springer,"… robot-assisted segmentectomy have been rare. In this study, we evaluated the feasibility of robot-… All statistical analyses were performed using SPSS 24.0 for MAC software (IBM Corp, …",2,"https://scholar.google.com/scholar?cites=6460436111239774150&as_sdt=2005&sciodt=0,5&hl=en"
Robot Path Planning Method Combining Enhanced APF and Improved ACO Algorithm for Power Emergency Maintenance,2023,"W Wang, X Yin, S Wang, J Wang, ...",https://www.igi-global.com/article/robot-path-planning-method-combining-enhanced-apf-and-improved-aco-algorithm-for-power-emergency-maintenance/326552,International Journal of …,igi-global.com,"… robot path planning (PP) algorithms, the authors propose a novel PP method for mobile robots (MR) based on the structure of the ultra-high voltage (UHV) substation inspection robot …",3,"https://scholar.google.com/scholar?cites=6607781139562936408&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic performance analysis based on the mechatronic system of power transmission line inspection robot with dual-arm,2023,"X Li, X Fan, D Shang, J Peng",https://journals.sagepub.com/doi/abs/10.1177/09544062231159995,Proceedings of the Institution …,journals.sagepub.com,"… power transmission line inspection robots (PTLIRs) is of great importance, which would heavily affect the stability of the robot … First, the dynamic modeling of the robot and control system …",4,"https://scholar.google.com/scholar?cites=3613489034992858424&as_sdt=2005&sciodt=0,5&hl=en"
Fabrication of a spider-legged agricultural spraying and grass cutting robot using Klann-mechanism with green energy-based obstacle detection,2023,"KK Radha, MA Chakravarthy",https://www.sciencedirect.com/science/article/pii/S2214785323043389,Materials Today: Proceedings,Elsevier,"… To power the robot, solar energy can be transformed into electricity. The Klan’s mechanism links pivot joints which translate the crank's rotation into something like a foot movement like …",2,"https://scholar.google.com/scholar?cites=10132535075784142840&as_sdt=2005&sciodt=0,5&hl=en"
A study on the improvement of power density of axial flux motors for collaborative robot joints through same-direction skew,2023,"MK Hong, HJ Pyo, SW Song, DH Jung, WH Kim",https://www.mdpi.com/2075-1702/11/6/591,Machines,mdpi.com,"… than a human, and the size of the motors for the robot’s joints is small. The small size of the … robot joints. Figure 5a shows a radial-flux-type motor for a 200-W-class collaborative robot …",4,"https://scholar.google.com/scholar?cites=17858643241910404793&as_sdt=2005&sciodt=0,5&hl=en"
Efficiency Optimization of the Gear Reducer of an Overhead Power Line Inspection Robot,2023,"MB de Souza, GQ Fernandes, LP Laus, ...",https://link.springer.com/chapter/10.1007/978-3-031-47272-5_1,Climbing and Walking …,Springer,… robot’s energy consumption by optimizing the mechanical efficiency of its gear reducer’s traction motor. The robot’s … that the gearbox efficiency slightly impacts the robot’s consumption. …,0,
Three-Dimensional Path-Following Control Method for Flying–Walking Power Line Inspection Robot Based on Improved Line of Sight,2023,"T Feng, J Lei, Y Zeng, X Qin, Y Wang, D Wang, W Jia",https://www.mdpi.com/2226-4310/10/11/945,Aerospace,mdpi.com,"… the power line, if the robot takes off from a power line with a large following error or slow error convergence, the robot may collide with the power … that allows the robot to work under such …",0,
Cognitive Model Predictive Learning Cooperative Control to Optimize Electric Power Consumption and User-Friendliness in Human–Robot Co-manipulation,2023,SMM Rahman,https://link.springer.com/chapter/10.1007/978-981-99-7886-1_43,International conference on WorldS4,Springer,"… Power (usually, electric power) consumption for robots in industries is now an important issue [22, 23]. We notice quick jumps in robot … is increasing their electric power consumption, and …",0,
A Constrained Two-Link Brachiating Robot for Power Line Inspection,2023,S Mbewe,https://ieeexplore.ieee.org/abstract/document/10389470/,"… Conference on Electrical, Computer and Energy …",ieeexplore.ieee.org,"… this paper to simulate the robot dynamics by getting the robot configuration from the SimScape … needed for the robot. From torque expression in (2) of the robot manipulator equation [9], …",0,
